ID,Name,Description,Contributor_ID,Chapter,Type,PHOIBLE_Segment_ID,PHOIBLE_Segment_Name,Multivalued,WALS_ID,WALS_Representation,Area,Map_Gall_Peters,metadata
140,d͡ʒ - voiced palato-alveolar sibilant affricate,,,,segment,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 27, ""phoible"": {""id"": ""C7364BE7F76504D8DE329FFF30C42424"", ""segment"": ""d\u0320\u0292""}, ""symbol"": ""d\u0361\u0292"", ""obstruent"": true, ""consonant"": true}"
141,ʨ - voiceless alveolo-palatal affricate,,,,segment,8AD5C612764E127E084477DD1C52B817,cç,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 193, ""phoible"": {""id"": ""8AD5C612764E127E084477DD1C52B817"", ""segment"": ""cc\u0327""}, ""symbol"": ""\u02a8"", ""obstruent"": true, ""consonant"": true}"
142,ʥ - voiced alveolo-palatal affricate,,,,segment,F326C3A9DEC331359D3C189A02B5F7E5,ɟʝ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 201, ""phoible"": {""id"": ""F326C3A9DEC331359D3C189A02B5F7E5"", ""segment"": ""\u025f\u029d""}, ""symbol"": ""\u02a5"", ""obstruent"": true, ""consonant"": true}"
143,ʈ - voiceless retroflex plosive,,,,segment,64EABC4FDF5DE0BE02E889701FD34147,ʈ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 11, ""phoible"": {""id"": ""64EABC4FDF5DE0BE02E889701FD34147"", ""segment"": ""\u0288""}, ""symbol"": ""\u0288"", ""obstruent"": true, ""consonant"": true}"
144,ɖ - voiced retroflex plosive,,,,segment,BE81A18FCCFFEDC9ACF3B18F14E766BD,ɖ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 12, ""phoible"": {""id"": ""BE81A18FCCFFEDC9ACF3B18F14E766BD"", ""segment"": ""\u0256""}, ""symbol"": ""\u0256"", ""obstruent"": true, ""consonant"": true}"
145,c - voiceless palatal plosive,,,,segment,852A220443D41F0A63671A2F4DEC9788,c,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 13, ""phoible"": {""id"": ""852A220443D41F0A63671A2F4DEC9788"", ""segment"": ""c""}, ""symbol"": ""c"", ""obstruent"": true, ""consonant"": true}"
146,ɟ - voiced palatal plosive,,,,segment,320B62404207303F61B0F772296C9545,ɟ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 14, ""phoible"": {""id"": ""320B62404207303F61B0F772296C9545"", ""segment"": ""\u025f""}, ""symbol"": ""\u025f"", ""obstruent"": true, ""consonant"": true}"
147,k - voiceless velar plosive,,,,segment,5A838FF4DABE1950734CFAFAB9383903,k,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 2, ""phoible"": {""id"": ""5A838FF4DABE1950734CFAFAB9383903"", ""segment"": ""k""}, ""symbol"": ""k"", ""obstruent"": true, ""consonant"": true}"
148,kʷ - labialized voiceless velar plosive,,,,segment,AC7F42D0CB30C73616ABDC71149FEC44,kʷ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 15, ""phoible"": {""id"": ""AC7F42D0CB30C73616ABDC71149FEC44"", ""segment"": ""k\u02b7""}, ""symbol"": ""k\u02b7"", ""obstruent"": true, ""consonant"": true}"
149,g - voiced velar plosive,,,,segment,ECC959553F23387998DAF88D69D7736C,ɡ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 17, ""phoible"": {""id"": ""ECC959553F23387998DAF88D69D7736C"", ""segment"": ""\u0261""}, ""symbol"": ""g"", ""obstruent"": true, ""consonant"": true}"
15,Inclusive/exclusive distinction in independent personal pronouns,"In this feature (based on <span style=""font-style: italic;"">WALS</span> feature 39, by Michael Cysouw), we ask whether a language has an inclusive/exclusive distinction in independent personal pronouns. An inclusive pronouns means 'we including the hearer', and an exclusive pronoun means 'we excluding the hearer'.",haspelmathmartin michaelissusannemaria,,primary,,,false,39A,200,Nominal categories,8fb0e5c31578f3761b851219eb92bc93,{}
150,gʷ - labialized voiced velar plosive,,,,segment,B95529318452F7E00AE69C18EBE1E0F2,ɡʷ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 137, ""phoible"": {""id"": ""B95529318452F7E00AE69C18EBE1E0F2"", ""segment"": ""\u0261\u02b7""}, ""symbol"": ""g\u02b7"", ""obstruent"": true, ""consonant"": true}"
151,k͡p - voiceless labial-velar plosive,,,,segment,3BE9D8AA68FB8CA25C1D8EE2091DC6D0,kp,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 75, ""phoible"": {""id"": ""3BE9D8AA68FB8CA25C1D8EE2091DC6D0"", ""segment"": ""kp""}, ""symbol"": ""k\u0361p"", ""obstruent"": true, ""consonant"": true}"
152,g͡b - voiced labial-velar plosive,,,,segment,1F27FEFCD8402C09E00300258B5A7EE2,ɡb,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 76, ""phoible"": {""id"": ""1F27FEFCD8402C09E00300258B5A7EE2"", ""segment"": ""\u0261b""}, ""symbol"": ""g\u0361b"", ""obstruent"": true, ""consonant"": true}"
153,q - voiceless uvular plosive,,,,segment,4AC7382217172B3821AE54CD38BD8698,q,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 18, ""phoible"": {""id"": ""4AC7382217172B3821AE54CD38BD8698"", ""segment"": ""q""}, ""symbol"": ""q"", ""obstruent"": true, ""consonant"": true}"
154,qʷ - labialized voiceless uvular plosive,,,,segment,0CE464BCDDF6D25FC3C1DF3C67CE1C91,qʷ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 142, ""phoible"": {""id"": ""0CE464BCDDF6D25FC3C1DF3C67CE1C91"", ""segment"": ""q\u02b7""}, ""symbol"": ""q\u02b7"", ""obstruent"": true, ""consonant"": true}"
155,ʔ - glottal plosive,,,,segment,0844E3AEAF1C8E3837465942B92FE4C5,ʔ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 19, ""phoible"": {""id"": ""0844E3AEAF1C8E3837465942B92FE4C5"", ""segment"": ""\u0294""}, ""symbol"": ""\u0294"", ""obstruent"": true, ""consonant"": true}"
156,pʰ - voiceless aspirated bilabial plosive,,,,segment,6E065D8A2F199BCBC7CA7074EC4DE834,pʰ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 4, ""phoible"": {""id"": ""6E065D8A2F199BCBC7CA7074EC4DE834"", ""segment"": ""p\u02b0""}, ""symbol"": ""p\u02b0"", ""obstruent"": true, ""consonant"": true}"
157,bʰ - voiced aspirated bilabial plosive,,,,segment,1F0B39C9E43EDAD4E4E4BCEC2A2C955D,bʰ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 136, ""phoible"": {""id"": ""1F0B39C9E43EDAD4E4E4BCEC2A2C955D"", ""segment"": ""b\u02b0""}, ""symbol"": ""b\u02b0"", ""obstruent"": true, ""consonant"": true}"
158,tʰ - voiceless aspirated dental/alveolar plosive,,,,segment,4EEF82037BC182F6353941401E583F45,tʰ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 8, ""phoible"": {""id"": ""4EEF82037BC182F6353941401E583F45"", ""segment"": ""t\u02b0""}, ""symbol"": ""t\u02b0"", ""obstruent"": true, ""consonant"": true}"
159,dʰ - voiced aspirated dental/alveolar plosive,,,,segment,DBED9DB479620441E03A12BD24F52B18,dʰ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 6, ""phoible"": {""id"": ""DBED9DB479620441E03A12BD24F52B18"", ""segment"": ""d\u02b0""}, ""symbol"": ""d\u02b0"", ""obstruent"": true, ""consonant"": true}"
16,Person syncretism in independent personal pronouns,"In most languages, there are distinct forms for the three persons in both singular and plural (and in the dual as well, if there is one), e.g. French <span style=""font-style: italic;"">moi, toi, lui/elle, nous, vous, eux/elles</span>. But in some languages, there is person syncretism, i.e. there is a form in the paradigm of independent personal pronouns that serves for more than one person. For instance, some languages have the same form in the 1st and 2nd person plural (e.g. Haitian Creole <span style=""font-style: italic;"">nou</span>), and some languages have the same form in the 2nd and 3rd person plural (e.g. Seychelles Creole <span style=""font-style: italic;"">zot</span>). Note that we are not concerned with pure number syncretism here (e.g. English <span style=""font-style: italic;"">you</span> for <span style=""font-variant: small-caps;"">2sg/2pl</span>).",haspelmathmartin,,primary,,,false,,,Nominal categories,083acbccc5b7d8428d01db42617c455b,{}
160,t͡sʰ - voiceless aspirated dental/alveolar sibilant affricate,,,,segment,C6880E4D32532681166EBA4D7D3AA2E0,tsʰ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 79, ""phoible"": {""id"": ""C6880E4D32532681166EBA4D7D3AA2E0"", ""segment"": ""ts\u02b0""}, ""symbol"": ""t\u0361s\u02b0"", ""obstruent"": true, ""consonant"": true}"
161,t͡ʃʰ - voiceless aspirated palato-alveolar sibilant affricate,,,,segment,9C6117430968F42700ACD02E4E7442F7,t̠ʃʰ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 26, ""phoible"": {""id"": ""9C6117430968F42700ACD02E4E7442F7"", ""segment"": ""t\u0320\u0283\u02b0""}, ""symbol"": ""t\u0361\u0283\u02b0"", ""obstruent"": true, ""consonant"": true}"
162,ʈʰ - voiceless aspirated retroflex plosive,,,,segment,4364823B8F03525E91440277AEC22689,ʈʰ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 174, ""phoible"": {""id"": ""4364823B8F03525E91440277AEC22689"", ""segment"": ""\u0288\u02b0""}, ""symbol"": ""\u0288\u02b0"", ""obstruent"": true, ""consonant"": true}"
163,kʰ - voiceless aspirated velar plosive,,,,segment,BD29F40254AA0996800A773122397C28,kʰ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 16, ""phoible"": {""id"": ""BD29F40254AA0996800A773122397C28"", ""segment"": ""k\u02b0""}, ""symbol"": ""k\u02b0"", ""obstruent"": true, ""consonant"": true}"
164,kʰʷ - labialized voiceless aspirated velar plosive,,,,segment,22C1B780E3D66A22FC325480E79344F5,kʰʷ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 192, ""phoible"": {""id"": ""22C1B780E3D66A22FC325480E79344F5"", ""segment"": ""k\u02b0\u02b7""}, ""symbol"": ""k\u02b0\u02b7"", ""obstruent"": true, ""consonant"": true}"
