ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Audio
67-1,67,"Wah tengok punya olang pecaya, sayang sama dia.","Wah\ttengok\tpunya\tolang\tpecaya,\tsayang\tsama\tdia.",INTERJ\tlook.at\tREL\tperson\tbelieve\tadmire\twith\t3SG,"Wah, people who were watching believed (and) admired him.",,,
67-2,67,Teochew cakap Teochew la.,Teochew\tcakap\tTeochew\tla.,Teochew\tspeak\tTeochew\tEMPH,The Teochew speak Teochew.,,,
68-1,68,Dia buka mulu ka mari.,Dia\tbuka\tmulu\tka\tmari.,3SG\topen\tmouth\tto\there,It opened its mouth to here.,,,
68-36,68,Ibu ibu suka cari dorang pung suami di situ.,Ibu~ibu\tsuka\tcari\tdorang\tpung\tsuami\tdi\tsitu.,PL~mother\tlike\tsearch.for\t3PL\tPOSS\thusband\tLOC\tthere,Married women search for their husbands there.,,,
69-1,69,mən   ama   namban   kratəkənan,mən\tama\tnamban\tkratəkə-nan,3SG\t1SG\tDAT\thit-NONFUT,He hit me.,,,
69-2,69,nuŋgum   paymban   awkurambi [...],nuŋgum\tpaymban\tawkura-mbi\t[...],man\teagle\ttake-DEP\t[...],The eagle took the man and [...].,,,
69-45,69,aykum  mən    mambi     man     kuraŋ       awtɲan,aykum\tmən\tmambi\tman\tkuraŋ\tawt-ɲan,woman\t3SG\tagain\tother\tcoconut\ttake-NONFUT,The woman again took a coconut.,,,
70-1,70,Ham bejo ek larika.,Ham\tbejo\tek\tlarika.,1SG\tsend\tone\tboy,I sent a boy.,,,
70-2,70,Ham Simioni milo.,Ham\tSimioni\tmilo.,1SG\tSimioni\tmeet,I met Simioni.,,,
70-15,70,Kuta deko suar.,Kuta\tdeko\tsuar.,dog\tsee\tpig,The dog saw the pig.,,,
70-82,70,Masta ekdam cesma sanglas paino.,Masta\tekdam\tcesma\tsanglas\tpaino.,Masta[name]\tEMPH\tglasses\tsunglasses\tput.on,Masta just put on sunglasses.,,,
71-1,71,Wau kii kela papale wau.,Wau\tkii\tkela\tpapale\twau.,1SG\tfetch\tDET\that\t1SG.POSS,I fetched my hat.,,,
71-2,71,Kuai wau kela pahu.,Kuai\twau\tkela\tpahu.,buy\t1SG\tDET\tcontainer,I bought the jar (of honey).,,,
71-3,71,Iaia puniu inaha la!,Iaia\tpuniu\tinaha\tla!,3SG\tskull\tsmash\tMOD,He smashes skulls!,,,
71-16,71,Kela lio oe inaha akahi eke palani.,Kela\tlio\toe\tinaha\takahi\teke\tpalani.,DET\thorse\t2SG.POSS\ttear\tINDF\tsack\tbran,Your horse tore into a sack of bran.,,,
71-101,71,Ma ka poalua lawe kela Mino i ka pu ma kahi hana.,Ma\tka\tpoalua\tlawe\tkela\tMino\ti\tka\tpu\tma\tkahi\thana.,LOC\tDEF\tTuesday\ttake\tDET\tMino\tOBJ\tDEF\tgun\tLOC\tplace\twork,"On Tuesday, Mino took the gun to his workplace.",,,
72-1,72,Jintaku karungku i bin gedim kengkaru mirlarrangyawung.,Jintaku\tkaru-ngku\ti\tbin\tged-im\tkengkaru\tmirlarrang-yawung.,one\tchild-ERG\t3SG.SBJ\tPST\tshoot-TR\tkangaroo\tspear-COM,One kid got the kangaroo with a spear.,,,
72-4,72,Kajirringku im katim jawurt kengkaruyu.,Kajirri-ngku\tim\tkat-im\tjawurt\tkengkaru-yu.,woman-ERG\t3SG\tcut-TR\ttail\tkangaroo-DAT,The old woman chopped off the kangaroo's tail.,,,
73-3,73,kura bindiziaxun nwibu iskwilada,kura\tbindizia-xu-n\tnwibu\tiskwila-da,priest\tbless-PROG-3SG\tnew\tschool-ACC,The priest blesses the new school.,,,
73-4,73,yoga solta kirixuni i no soleanga,yo-ga\tsol-ta\tkiri-xu-ni\ti\tno\tsolea-nga,1SG-TOP\tsun-ACC\twant-PROG-1SG\tand\tNEG\tshine-3FUT,I want sun and the sun is not going to shine.,,,
73-18,73,miu ermanoga trabaxoda akabaxunmi a las sinkoda,miu\termano-ga\ttrabaxo-da\takaba-xu-n-mi\ta\tlas\tsinko-da,1SG.POSS\tbrother-TOP\twork-ACC\tfinish-PROG-3-AFF\tat\tthe\tfive-ACC,My brother (usually) finishes work at five.,,,
74-1,74,man mákmak kámuks,man\tmákmak\tkámuks,man\teat\tdog,The man eats the dog.,,,
74-2,74,man makmak kamuks,man\tmakmak\tkamuks,man\teat\tdog,The man eats (the) dog.,,,
74-3,74,yáka łap ixt man,yáka\tłap\tixt\tman,3SG\tfind\tone\tman,He found a man.,,,
75-1,75,Trwaa lii zom kiitahkwamamwak trwa lii suutkees shaak.,Trwaa\tlii\tzom\tkii-tahkwamamw-ak\ttrwa\tlii\tsuutkees\tshaak.,three\tART.PL\tman\tPST-carry.INAN-3PL\tthree\tART.PL\tsuitcase\teach,Three men carried three suitcases each.,,,
75-2,75,La shyenn lii ptsi shyaen meekwaat ayaaweew.,La\tshyenn\tlii\tptsi\tshyaen\tmeekwaat\tayaaw-eew.,DEF.ART.F.SG\tbitch\tART.PL\tsmall\tdog\tPROG\thave.ANIM-3.SBJ.3.OBJ,The bitch is having pups.,,,
75-3,75,Lii zaray pwaencheu ayaawak li loo pi li minush.,Lii\tzaray\tpwaencheu\tayaa-wak\tli\tloo\tpi\tli\tminush.,ART.PL\tear\tpointed\thave-3PL\tDEF.ART.M.SG\twolf\tand\tDEF.ART.M.SG\tcat,The cat and the wolf are sharp-eared. OR: Cats and wolves have pointed ears.,,,
75-4,75,Kiiwanistaw li zhwal soo likoo.,Kii-wanist-aw\tli\tzhwal\tsoo\tlikoo.,PST-lose.INAN-3\tDEF.ART.M.SG\thorse\t3.POSS.M\thalter,The horse lost its halter.,,,
75-5,75,Kiiuchipitam sa tet la torcheu.,Kii-uchi-pit-am\tsa\ttet\tla\ttorcheu.,PST-from-pull-3.OBJ.INAN\tPOSS.3.F\thead\tDEF.ART.F.SG\tturtle,The turtle retracted its head.,,,
75-6,75,Aen beebii la praenses kiiayaweew.,Aen\tbeebii\tla\tpraenses\tkii-ayaw-eew.,INDF.M.SG\tbaby\tDEF.ART.F.SG\tprincess\tPST-have.ANIM-3.SBJ.3.OBJ,The princess had a baby.,,,
76-1,76,wai'hinni artegi annahanna pȗgmȗmmi,wai'hinni\tartegi\tannahanna\tpȗgmȗmmi,woman\tcoat\tsew\tnow,The woman is sewing a coat now.,,,
76-3,76,uñasĭkcu tautuk awoñga atcu tuktu atcu kēruk añaninni,uñasĭkcu\ttautuk\tawoñga\tatcu\ttuktu\tatcu\tkēruk\tañaninni,far\tsee\tI\tif\tcaribou\tif\twood\tbig,I saw far away either a deer or a large piece of wood.,,,
1-3,1,Mi vergiti da man nem.,Mi\tfrigiti\tda\tman\tnen.,1SG\tforget\tDET.SG\tman\tname,I have forgotten that man's name.,,,
1-4,1,mie Piekien em Oema,mi\tpikin\ten\tuma,1SG\tchild\t3SG\twoman,my child's wife (daughter in law),,,
1-5,1,Tata fo da misi a gi na hem pikien da tem a trouw vyfi ten tien duizent pissi fo Schelling.,Tata\tfu\tda\tmisi\ta\tgi\tna\ten\tpikin\tda\tten\ta\ttrow\tfeifi\tten\ttin\tdusun\tpisi\tfu\tsyèlin.,father\tof\tDET.SG\tmissis\t3SG.SBJ\tgive\tto\t3SG\tchild\tDET.SG\ttime\t3SG.SBJ\tmarry\tfive\ttime\tten\tthousand\tpiece\tof\tshilling,The father of the young lady will give his child fifty thousand Caroli guilders (shilling).,,,
1-6,1,Hoe ply slotelen fo jarri?,O-pe\tsroto\tfu\tdyari?,Q-place\tkey\tof\tgarden,Where is the key of the garden?,,,
2-3,2,Charles oto,Charles\toto,Charles\tcar,Charles' car,,,
2-4,2,mi ma prasoro,mi\tma\tprasoro,my\tmother\tumbrella,my mother's umbrella,,,
2-5,2,mi masra famiri oso,mi\tmasra\tfamiri\toso,my\thusband\tfamily\thouse,my husband’s family’s house,,,
2-6,2,a buba fu a tigri,a\tbuba\tfu\ta\ttigri,DET\tskin\tof\tDET\ttiger,the tiger’s pelt,,,
2-7,2,a granman fu den Dyuka,a\tgranman\tfu\tden\tDyuka,DET\tchief\tof\tthe.PL\tNdjuka,the chief of the Aukaners,,,
3-2,3,konu bo,konu\tbo,king\tvow,the king's vow,,,
3-3,3,di wosu u di womi,di\twosu\tu\tdi\twomi,DEF.SG\thouse\tfor\tDEF.SG\tman,the house of the man,,,
4-2,4,a kownu pikin,a\tkownu\tpikin,DET.SG\tking\tchild,the king's child,,,
4-3,4,a pikin fu a kownu,a\tpikin\tfu\ta\tkownu,DET.SG\tchild\tPOSS\tDET.SG\tking,the king's child / the child of the king,,,
5-2,5,kostomo gyal chirin,kostomo\tgyal\tchirin,customer\tgirl\tchildren,customers' daughters OR: daughters of customers,,,
5-3,5,di kova fo(r) am laas,di\tkova\tfo(r)\tam\tlaas,the\tcover\tPOSS\t3SG\tlose,Its cover is lost.,,,
5-4,5,stoov ke tap,stoov\tke\ttap,stove\tPOSS\ttop,top of stove,,,
5-68,5,di kova fo di pat laas,di\tkova\tfo\tdi\tpat\tlaas,DEF\tcover\tPOSS\tDEF\tpot\tlose,The pot cover is lost.,,,
6-2,6,Meri haus,Meri\thaus,Mary\thouse,Mary's house,,,
6-40,6,shi tantie house,shi\ttantie\thouse,3SG.POSS\taunt\thouse,her aunt's house,,,
7-2,7,di pikni fo Meivis,di\tpikni\tfo\tMeivis,ART\tchild\tfor\tMavis,Mavis’ child OR: Mavis' children,,,
7-3,7,di pikni fo di woman,di\tpikni\tfo\tdi\twoman,ART\tchild/children\tfor\tART\twoman,the woman’s child(ren),,,
7-4,7,misa Jesi god fren suhn,misa\tJesi\tgod\tfren\tsuhn,Mister\tJessie\tgood\tfriend\tson,Mr Jessie’s good friend’s son,,,
8-2,8,Mieri son gi Piita daata Maak buk.,Mieri\tson\tgi\tPiita\tdaata\tMaak\tbuk.,Mary\tson\tgive\tPeter\tdaughter\tMark\tbook,Mary's son gave Peter's daughter Mark's book.,,,
8-195,8,Di nieba-dem ous wash we ina di laas flod.,Di\tnieba-dem\tous\twash\twe\tina\tdi\tlaas\tflod.,DET\tneighbor-PL\thouse\twash\taway\tin\tDET\tlast\tflood,The neighbours’ house got washed away in the last flood.,,,
9-2,9,di laya sista,di\tlaya\tsista,the\tlawyer\tsister,the lawyer's sister,,,
9-3,9,Dog pa fi dem pap da wan big dog.,Dog\tpa\tfi\tdem\tpap\tda\twan\tbig\tdog.,dog\tfather\tfor\tthem\tpup\tTOP\ta\tbig\tdog,These puppies' father is a big dog.,,,
9-4,9,A waz soprayz wen dey tel mi di prays of sement.,A\twaz\tsoprayz\twen\tdey\ttel\tmi\tdi\tprays\tof\tsement.,I\twas\tsurprised\twhen\tthey\ttell\tme\tthe\tprice\tof\tcement,I was surprised when they told me the price of cement.,,,
10-2,10,"Beda Taigi, dat truu yu da Naansi raidin haas?","Beda\tTaigi,\tdat\ttruu\tyu\tda\tNaansi\traidin\thaas?",Brother\tTiger\tDEM\ttrue\t2SG\tFOC\tAnansi\triding\thorse,"Brother Tiger, is it true that you are Anansi’s riding horse?",,,
10-44,10,Maskita fala man iaz.,Maskita\tfala\tman\tiaz.,mosquito\tfollow\tman\tear,Mosquito follows man's ears.,,,
11-2,11,di King waif,di\tKing\twaif,ART.DEF\tKing\twife,the King’s wife,,,
11-3,11,di Kingz waif,di\tKing-z\twaif,ART.DEF\tKing-GEN\twife,the King’s wife,,,
12-2,12,the boy uncle,the\tboy\tuncle,the\tboy[POSS.SG]\tuncle,the boy’s uncle,,,
12-3,12,"Haitian? But I like 'em, because - I say all is God people [...].",[...]\tall\tis\tGod\tpeople\t[...].,[...]\tall\tCOP.3PL\tGod[POSS]\tpeople\t[...],[...] all are God’s people [...].,,,
13-2,13,God work,God\twork,God\twork,God’s work,,,
13-3,13,Now de axe ta de foot ob de tree.,Now\tde\taxe\tta\tde\tfoot\tob\tde\ttree.,now\tthe\taxe\tto\tthe\tfoot\tof\tthe\ttree,(And) now (also) the axe (is laid) unto the root of the trees. (Lk 3.9),,,
14-3,14,Sue house,Sue\thouse,Sue\thouse,Sue's house,,,
14-4,14,I saw they house.,I\tsaw\tthey-Ø\thouse,I\tsaw\tthey-3PL.POSS\thouse,I saw their house.,,,
14-11,14,It was a nurse and a nurse's aid used to stand up at the door.,It\twas\ta\tnurse\tand\ta\tnurse's\taid\tused\tto\tstand\tup\tat\tthe\tdoor.,EXPL\twas\ta\tnurse\tand\ta\tnurse's\taid\tused\tto\tstand\tup\tat\tthe\tdoor,There was a nurse and a nurse's aid who used to stand up at the door.,,,
15-2,15,di man ĩ os,di\tman\tĩ\tos,ART\tman\tPOSS\thouse,the man's house,,,
16-2,16,dè go fɔ dagɔmba ʧif haus,dè\tgo\tfɔ\tdagɔmba\tʧif\thaus,3PL\tgo\tto\tDagomba\tchief\thouse,They went to the Dagomba chief's house.,,,
16-180,16,à hiɛ dɛ fud ìn tes.,à\thiɛ\tdɛ\tfud\tìn\ttes.,1SG\tsmell\tART.DEF\tfood\t3SG.POSS\tsmell,I smelled the food's smell.,,,
17-2,17,dì wuman ìm mòto,dì\twuman\tìm\tmòto,ART.DEF\twoman\t3SG.POSS\tcar,the woman’s car,,,
18-2,18,ma broda i pikin,ma\tbroda\ti\tpikin,my\tbrother\this\tchild,my brother's child,,,
18-3,18,Na Joseph i haus.,Na\tJoseph\ti\thaus.,COP\tJoseph\this\thouse,This is Joseph's house.,,,
18-4,18,Pi'kin fo 'dis 'wuman go 'kom tu'moro.,Pikin\tfo\tdis\twuman\tgo\tkom\ttumoro.,child\tof\tDEM\twoman\tFUT\tcome\ttomorrow,This woman's child will come tomorrow.,,,
19-2,19,Pero chico na yù pikin ìn layf.,Pero\tchico\tna\tyù\tpikin\tìn\tlayf.,but\tboy\tFOC\t2SG\tchild\t3SG.POSS\tlife,"But boy, it is your child’s life.",,,
19-3,19,[...] nà gɔd pìkín dis.,[...]\tnà\tgɔd\tpìkín\tdis.,[...]\tFOC\tGod\tchild\tthis,[...] this is a child of God.,,,
19-4,19,Nà dì las pìkín fɔ̀ mì àntí.,Nà\tdì\tlas\tpìkín\tfɔ̀\tmì\tàntí.,FOC\tDEF\tlast\tchild\tASSOC\t1SG.POSS\taunt,He's the last child of my aunt.,,,
20-2,20,Deer sinew makee cook proper.,Deer\tsinew\tmakee\tcook\tproper.,deer\tsinew\tmake\tcook\tproper,Boil the deer's sinew thoroughly.,,,
20-3,20,My wantchee money tomorrow expensee.,My\twantchee\tmoney\ttomorrow\texpensee.,1SG\twant\tmoney\ttomorrow\texpenses,I want the money for tomorrow's expenses. OR: I want it for tomorrow's expenses.,,,
21-4,21,Lisa's phonetics lab,Lisa's\tphonetics\tlab,Lisa-POSS\tphonetics\tlaboratory,Lisa's phonetics laboratory,,,
21-5,21,her brother's wedding,her\tbrother's\twedding,3P.POSS\tbrother-POSS\twedding,her brother's wedding,,,
21-6,21,the wedding of her brother,the\twedding\tof\ther\tbrother,DET\twedding\tof\t3P.POSS\tbrother,the wedding of her brother,,,
22-5,22,Em haus bilong husat?,Em\thaus\tbilong\thusat?,3SG\thouse\tPOSS\twho,Whose house is that?,,,
22-6,22,Ol i katim baksait bilong papa bilong mi long naif.,Ol\ti\tkatim\tbaksait\tbilong\tpapa\tbilong\tmi\tlong\tnaif.,3PL\tPM\tcut\tback\tPOSS\tfather\tPOSS\t1SG\tINS\tknife,They cut my father’s back with a knife.,,,
22-7,22,Yu salim wanpela long hamas?,Yu\tsalim\twan-pela\tlong\thamas?,2SG\tsell\tone-MOD\tPREP\thow.much,How much do you sell one for?,,,
22-8,22,"Em dispela meri bilong dispela man ia, em i bin dai ia.","Em\tdispela\tmeri\tbilong\tdispela\tman\tia,\tem\ti\tbin\tdai\tia.",FOC\tthis\twoman\tPOSS\tthis\tman\tFOC\t3SG\tPM\tPST\tdie\tFOC,It was this man’s wife who died.,,,
22-9,22,Em laik klinim gaden bilongen tasol em katim han bilongen.,Em\tlaik\tklin-im\tgaden\tbilong-en\ttasol\tem\tkatim\than\tbilong-en.,3SG\twant\tclean-TR\tgarden\tPOSS-3SG\tbut\t3SG\tcut\thand/arm\tPOSS-3SG,He wanted to clean his garden but he cut his hand/arm.,,,
23-2,23,"[...] Rablar, olsem klos blong em we hemi blong lif blong banana we i drae.","[...]\tRablar,\tolsem\tklos\tblong\tem\twe\themi\tblong\tlif\tblong\tbanana\twe\ti\tdrae.",[...]\tRablar\tlike\tclothes\tPOSS\t3SG\tREL\t3SG.AGR\tPOSS\tleaf\tPOSS\tbanana\tREL\tAGR\tdry,"[...] [They wear] ""Rablar"", or (as it were) his clothes that are made of dry banana leaf.",,,
24-3,24,dads side,dads\tside,dad.POSS\thouse,dad’s house,,,
24-4,24,ar side fer dads,ar\tside\tfer\tdads,DET.DEF\thouse\tPREP\tDad.POSS,Dad’s house,,,
24-5,24,ar side fer ucklun,ar\tside\tfer\tucklun,DET.DEF\tplace\tPREP\twe,our place,,,
24-6,24,ar pain fe Robinson,ar\tpain\tfe\tRobinson,the\tpine.tree\tPREP\tRobinson,Robinson’s pine tree,,,
24-7,24,me en myse dad,me\ten\tmyse\tdad,1SG.NSBJ\tand\t1SG.POSS\tfather,I and my father,,,
24-79,24,berds eig / bads eig,berds\teig\t/\tbads\teig,whalebird.POSS\tegg\t/\twhalebird.POSS\tegg,birds eggs,,,
24-81,24,biids f Beryl,biids\tf\tBeryl,beads\tPREP\tBeryl,Beryl's necklace,,,
25-7,25,san blanga olmen,san\tblanga\tolmen,son\tDAT/POSS\tolder.man,the son of the man,,,
25-8,25,bla big goana waif,bla\tbig\tgoana\twaif,DAT/POSS\tbig\tgoanna\twife,the female ('wife') of the big goanna (which has a different name from the male),,,
25-9,25,blanga men kantri,blanga\tmen\tkantri,POSS\tman\tcountry,the man's country,,,
25-10,25,matha blanga Barbara,matha\tblanga\tBarbara,mother\tPOSS\tBarbara,Barbara's mother,,,
25-11,25,blanga olgamen daga,blanga\tolgamen\tdaga,POSS\twoman\tfood,the woman's food,,,
25-12,25,Ai bin faindim det kap bla det wumun.,Ai\tbin\tfaind-im\tdet\tkap\tbla\tdet\twumun.,1SG\tPST\tfind-TR\tDEM\tcup\tDAT/POSS\tDEM\twoman,I found the woman's cup.,,,
25-13,25,Det sneik bla ai dei kolam rili dipwan.,Det\tsneik\tbla\tai\tdei\tkol-am\trili\tdip-wan.,DEM\tsnake\tDAT/POSS\teye\t3PL\tcall-TR\treally\tdeep-ADJ,The (mythical) snake's eye is what they call the really deep one (waterhole).,,,
25-14,25,Fo Jukuna kid iya.,Fo\tJukuna\tkid\tiya.,DAT/POSS\tJukuna\tchild\there,Jukuna's child is here.,,,
26-6,26,diz gaɪz nɛk,diz\tgaɪ-z\tnɛk,DEM\tguy-GEN\tneck,this guy's neck,,,
26-140,26,On a saId a da rod,On\ta\tsaId\ta\tda\trod,on\tART\tside\tof\tART\troad,on the side of the road,,,
27-2,27,di pushi kōp,di\tpushi\tkōp,DET\tcat\thead,the cat's head,,,
27-3,27,di andi shi fan di lan,di\tandi\tshi\tfan\tdi\tlan,DET\tother\tside\tof\tDET\tcountry,the other side of the country,,,
28-3,28,di jɛrma papa,di\tjɛrma\tpapa,the\twoman\tfather,the woman's father,,,
28-4,28,di potman ʃi toro,di\tpotɛ\tman\tʃi\ttoro,the\told\tman\t3SG.POSS\teye,the old man's eye,,,
29-4,29,Karel se motor,Karel\tse\tmotor,Charles\tPOSS\tcar,Charles' car,,,
29-5,29,die motor van Karel,die\tmotor\tvan\tKarel,DEF.ART\tcar\tof\tCharles,Charles' car,,,
29-67,29,die huise van die bure,die\thuis-e\tvan\tdie\tbur-e,DEF.ART\thouse-s\tof\tDEF.ART\tneighbour-s,the houses of the neighbours,,,
29-242,29,die kind se toontjie,die\tkind\tse\ttoontjie,DEF.ART\tchild\tPOSS\ttoe,the child's toe,,,
30-2,30,kása di Pedru,kása\tdi=Pedru,house\tof=Peter,Peter’s house,,,
30-3,30,kása-l Pedru,kása=l\tPedru,house=of\tPeter,Peter’s house,,,
30-4,30,kása Pedru,kása\tPedru,house\tPeter,Peter’s house,,,
30-16,30,"Mai di si maridu kontenti ku el txeu, [...].","Mai\tdi=si=maridu\tkontenti\tku=el\ttxeu,\t[...].",mother\tof=her=husband\tsatisfied\twith=3SG\tvery\t[...],"Her husband's mother was very satified with her, [...].",,,
31-3,31,Djedje di Djai atxa mudjer bibu.,Djedje\tdi\tDjai\tatxa\tmudjer\tbibu.,Djedje\tof\tDjai\tfound\twoman\talive,Djedje of Djai's found a woman alive.,,,
31-4,31,"fidju di kristan, fidju di Deus","fidju\tdi\tkristan,\tfidju\tdi\tDeus",son\tof\tChristian\tson\tof\tGod,"sons of Christians, sons of God",,,
32-2,32,Li na káza d'un senhor [...].,Li\tna\tkáza\tde\tun\tsenhor\t[...].,here\tin\thouse\tof\tDET\tgentleman\t[...],Here in the house of a gentleman [...].,,,
33-2,33,karu di Djon,karu\tdi\tDjon,car\tPOSS\tJohn,John’s car,,,
33-227,33,pezu di padja,pezu\tdi\tpadja,weight\tof\tgrass,the weight of the grass,,,
34-3,34,kasa di Pidru,kasa\tdi\tPidru,house\tof\tPeter,Peter's house,,,
34-180,34,N ka sintí wora ku mininu kordá. — Mininu ta sintí keru di si mamɛ́.,N	ka	ø	sintí	wora	ku	mininu	ø	kordá.	—	Mininu	ta	sintí	keru	di	si	mamɛ́.,1SG.SBJ	NEG	PFV	feel	hour	REL.OBJ	child	PFV	wake.up	 	child	HAB	feel	smell	of	POSS.3SG	mother,I did not hear when the child woke up. — A child is able to recognize (smell) its mother's smell.,,,
35-2,35,poto di nfenu,poto\tdi\tnfenu,door\tof\thell,hell’s door,,,
35-3,35,sode d’alê,sode\td’=alê,soldier\tof=king,soldiers of the king,,,
35-4,35,ke pe bô,ke\tpe\tbô,house\tfather\t2SG.POSS,your father's house OR: the house of your father,,,
36-2,36,mulu kai,mulu\tkai,wall\thouse,the wall of the house,,,
37-2,37,kaxi Zwan,kaxi\tZwan,house\tZwan,Zwan's house,,,
37-57,37,sodadi arê,sodadi\tarê,soldier\tking,the king's soldiers,,,
38-2,38,batela namasesai,batela\tna-mase-sai,canoe\tART.DEF-boy-DEM,this boy's canoe,,,
38-3,38,minamieldale,mina-miela-de-alé,child-female-of-king,the king's daughter,,,
39-5,39,"Dəpəy muyɛmuyɛr də Manu, muyɛmuyɛr də ɔrlãd.","Dəpəy\tmuyɛr~muyɛr\tdə\tManu,\tmuyɛr~muyɛr\tdə\tɔrlãd.",then\twoman~woman\tof\tManu\twoman~woman\tof\tOrlando,"then the women of Manu('s family), the women of Orlando('s family)",,,
39-6,39,Də tɛtɛ kaz jə bẽzew?,Də\ttɛtɛ\tkaz\tjə\tbẽze-w?,of\tTete\thouse\talready\tbless-PST,Has [he] already blessed Tete's house?,,,
39-7,39,Kurəsãw də makak dẽt del mem korp.,Kurəsãw\tdə\tmakak\tdẽt\tdə-el\tmem\tkorp.,heart\tof\tmonkey\tinside\tof-3SG\tEMPH\tbody,The monkey's heart is inside his own body.,,,
40-3,40,Pedru su kadz,Pedru\tsu\tkadz,Pedru\tGEN\thouse,Pedru's house,,,
40-16,40,u͂ rhe su kabel ki korta ani su barb ki fedze u͂ barber ti vi kad suman.,u͂\trhe\tsu\tkabel\tki\tkorta\tani\tsu\tbarb\tki\tfedze\tu͂\tbarber\tti\tvi\tkad\tsuman.,a\tking\tGEN\thair\tCOMP\tcut\tand\this\tbeard\tCOMP\tdo\ta\tbarber\tPST\tcome\teach\tweek,A barber would come each week to cut a king's hair and shave him.,,,
41-3,41,tiimassu fiiyu kum delfassu fiiyu takustumaaski,tiimas-su\tfiiyu\tkum\tdelfas-su\tfiiyu\tta-kustumaa=ski,Timus-GEN\tson\tand\tDelfus-GEN\tson\tPRS-practice=REPORT,"Timus’s son and Delfus’s son are practicing, apparently.",,,
41-4,41,avara bosa roostu sudu cummaa um fuumuley teem,avara\tbosa\troostu\tsudu\tcummaa\tum\tfuumu=ley\tteem,now\t2SG.GEN\tface\tall\tjust\tone\tsmoke=like\tPRS.be,Now your whole face just is like a [cloud of] smoke.,,,
41-5,41,"fuula da  rɔɔza, fɔɔya teem veerdi","fuula\tda\trɔɔza,\tfɔɔya\tteem\tveerdi",flower\tof\trose\tleaf\tPRS.be\tgreen,"Flower of the rose, leaf is green.",,,
41-6,41,ɔkalɔɔra keesasu   tɛɛmpupa   pesaam nikara   fikaa parsiidu,ɔklɔɔra\tkeesa-su\ttɛɛmpu-pa\tpesaam\tnikara\tfikaa\tparsii-du,then\tcase-GEN\ttime-DAT\tperson\tNEG.HAB\tbecome\tappear-ADJZ,So for the case date the person doesn't appear.,,,
42-2,42,Maria sa kaza,Maria\tsa\tkaza,Maria\tGEN\thouse,Maria’s house,,,
42-3,42,aké femi sa kachoru,aké\tfemi\tsa\tkachoru,that\tgirl\tGEN\tdog,the girl's dog,,,
42-4,42,tabu di prau,tabu\tdi\tprau,plank\tof\tboat,the planking of the boat,,,
42-5,42,"isti, nu gitá kabesa di prau","isti,\tnu\tgitá\tkabesa\tdi\tprau",this\t1PL\tcall\thead\tof\tboat,"This, we call the head of the boat.",,,
43-2,43,Ile anda nu chang di sua moler su pay.,Ile\tanda\tnu\tchang\tdi\tsua\tmoler\tsu\tpay.,he\tgo\tLOC\tland\tof\tPOSS.3SG\twife\tPOSS.3SG\tfather,He went to the property of his wife’s father.,,,
44-4,44,náy di Kárlos,náy\tdi\tKárlos,mother\tof\tCarlos,Carlos' mother,,,
44-46,44,mi mánga myémbro di pamílya,mi\tmánga\tmyémbro\tdi\tpamílya,1SG.POSS\tPL\tmember\tof\tfamily,my family members,,,
45-3,45,Grueso el pellejo del rimas.,Grueso\tel\tpellejo\tdel\trimas.,thick\tDEF\tpeel\tof\tbreadfruit,The peel of the breadfruit is thick.,,,
46-12,46,el kása del ómbre,el\tkása\tdel\tómbre,ART\thouse\tof.the\tman,the house of the man,,,
46-13,46,del ómbre kása,del\tómbre\tkása,of.the\tman\thouse,the man's house,,,
46-14,46,el kása di Juan,el\tkása\tdi\tJuan,the\thouse\tof\tJuan,Juan's house,,,
47-5,47,boso tur su trabou,boso\ttur\tsu\ttrabou,2PL\tall\tPOSS\twork,the work of you all,,,
47-6,47,Hose su kas,Hose\tsu\tkas,Hose\tPOSS\thouse,Hose's house,,,
47-7,47,kas di mi ruman Eric,kas\tdi\tmi\truman\tEric,house\tof\t1SG\tsibling\tEric,(the) house of my brother Eric,,,
47-8,47,e muchanan su bukinan,e\tmucha\tnan\tsu\tbuki\tnan,DEF\tchild\tPL\tPOSS\tbook\tPL,the children's books,,,
47-9,47,El a kohe e sombré di e homber bisti.,El\ta\tkohe\te\tsombré\tdi\te\thomber\tbisti.,3SG\tPFV\ttake\tDEF\that\tof\tDEF\tman\twear,He took the man's hat and put it on.,,,
48-4,48,kasa ri Malía,kasa\tri\tMalía,house\tof\tMaría,Maria's house,,,
48-62,48,kasa ri numano mi,kasa\tri\tnumano\tmi,house\tof\tbrother\tmy,the house of my brother / my brother's house,,,
49-3,49,kay Jan an,kay\tJan\tan,house\tJean\tDEF,John's house,,,
49-4,49,Mwen wè machin wouj Mari a.,Mwen\twè\tmachin\twouj\tMari\ta.,1SG\tsee\tcar\tred\tMarie\tDEF,I saw Marie's red car.,,,
49-30,49,Msye souse tout san bourik la.,Msye\tsouse\ttout\tsan\tbourik\tla.,mister\tsuck\tall\tblood\tdonkey\tDEF,He sucked all the blood of the donkey.,,,
50-3,50,chyen a Wojé,chyen\ta\tWojé,dog\tof\tRoger,Roger's dog,,,
51-4,51,Chien Wojé,Chien\tWojé,Dog\tRoger,Roger's dog,,,
51-5,51,Zanmi-mwen,Zanmi-mwen,friend-1SG,my friend,,,
