pk,jsondata,id,description,markup_description,language_pk,parameter_pk,contribution_pk,source,version
236,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",74-218,,,74,219,74,,1
237,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",74-221,,,74,222,74,,1
238,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",74-252,,,74,253,74,,1
239,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-285,,,74,286,74,,1
240,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-261,,,74,262,74,,1
241,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-263,,,74,264,74,,1
242,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-253,,,74,254,74,,1
243,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-286,,,74,287,74,,1
244,"{""_number_of_values"": 1, ""icon"": ""pie-100-F7F713.png""}",74-254,"/ɛ/ is often replaced by /i/, especially in Chinuk Wawa as spoken by Native Americans.","/ɛ/ is often replaced by /i/, especially in Chinuk Wawa as spoken by Native Americans.",74,255,74,,1
245,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-287,,,74,288,74,,1
246,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-255,,,74,256,74,,1
247,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-267,,,74,268,74,,1
248,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",74-268,,,74,269,74,,1
249,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",74-256,,,74,257,74,,1
250,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-288,,,74,289,74,,1
251,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-272,,,74,273,74,,1
252,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",74-257,,,74,258,74,,1
253,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-289,,,74,290,74,,1
254,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-273,,,74,274,74,,1
255,"{""_number_of_values"": 1, ""icon"": ""pie-100-F7F713.png""}",74-258,"This sound is often replaced by /u/, especially in Chinuk Wawa as spoken by Native Americans.","This sound is often replaced by /u/, especially in Chinuk Wawa as spoken by Native Americans.",74,259,74,,1
256,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-290,,,74,291,74,,1
257,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-259,,,74,260,74,,1
258,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-260,,,74,261,74,,1
259,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-231,,,74,232,74,,1
260,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-151,,,74,152,74,,1
261,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-152,,,74,153,74,,1
262,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",74-173,,,74,174,74,,1
263,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",74-174,,,74,175,74,,1
264,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFB6C1.png""}",74-160,,,74,161,74,,1
265,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-138,,,74,139,74,,1
266,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",74-170,,,74,171,74,,1
267,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-191,,,74,192,74,,1
268,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",74-200,,,74,201,74,,1
269,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",74-212,,,74,213,74,,1
270,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-291,,,74,292,74,,1
271,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFB6C1.png""}",74-274,,,74,275,74,,1
272,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-284,,,74,285,74,,1
273,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-275,,,74,276,74,,1
274,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-276,,,74,277,74,,1
275,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-277,,,74,278,74,,1
276,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFB6C1.png""}",74-278,,,74,279,74,,1
277,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFB6C1.png""}",74-279,,,74,280,74,,1
278,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-280,,,74,281,74,,1
279,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-281,,,74,282,74,,1
280,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",74-282,,,74,283,74,,1
281,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-131,,,76,132,76,,1
282,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-147,,,76,148,76,,1
283,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-156,,,76,157,76,,1
284,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFB6C1.png""}",76-132,"The /b/ is a phoneme of limited occurrence that exists mainly in words of non-Eskimo origin. It is encountered in the spelling of words of Eskimo origin, but only preceding <l>, and probably pronounced as [pl], but perhaps even as [pɬ]. The example word, which is attested in three independent sources, is possibly from Chinook Jargon (van der Voort 1997: 384).","The /b/ is a phoneme of limited occurrence that exists mainly in words of non-Eskimo origin. It is encountered in the spelling of words of Eskimo origin, but only preceding &lt;l&gt;, and probably pronounced as [pl], but perhaps even as [pɬ]. The example word, which is attested in three independent sources, is possibly from Chinook Jargon (van der Voort 1997: 384).",76,133,76,,1
285,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-159,,,76,160,76,,1
286,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-133,,,76,134,76,,1
287,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-158,,,76,159,76,,1
288,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFB6C1.png""}",76-134,"This is a phoneme of limited occurrence. Usually, the <d> is encountered as a spelling variant of /t/. Also it is sometimes found in a position preceding <l>, and there probably pronounced as [tl], perhaps even as [tɬ].","This is a phoneme of limited occurrence. Usually, the &lt;d&gt; is encountered as a spelling variant of /t/. Also it is sometimes found in a position preceding &lt;l&gt;, and there probably pronounced as [tl], perhaps even as [tɬ].",76,135,76,,1
289,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-143,,,76,144,76,,1
290,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-144,,,76,145,76,,1
291,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-145,,,76,146,76,,1
292,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-146,,,76,147,76,,1
293,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-148,,,76,149,76,,1
294,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-163,,,76,164,76,,1
295,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-149,,,76,150,76,,1
333,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-261,,,76,262,76,,1
334,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-263,,,76,264,76,,1
414,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",16-178,,,16,179,16,,1
296,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFB6C1.png""}",76-153,"This phoneme is represented by Stefánsson (1909) equal to /k/ as <k>. It is likely that /q/ had phonemic status in pidgin words of Eskimo origin when spoken by Inuit. As Wurm (1992: 278) observes, its ""pronunciation by Eskimo speakers would undoubtedly have been in accordance with the sound-structure of Eskimo [...] However, European speakers would have had great difficulties with the Eskimo uvular consonants which were either replaced by velar consonants by them, or at the end of words usually dropped"".","This phoneme is represented by Stefánsson (1909) equal to /k/ as &lt;k&gt;. It is likely that /q/ had phonemic status in pidgin words of Eskimo origin when spoken by Inuit. As Wurm (1992: 278) observes, its ""pronunciation by Eskimo speakers would undoubtedly have been in accordance with the sound-structure of Eskimo [...] However, European speakers would have had great difficulties with the Eskimo uvular consonants which were either replaced by velar consonants by them, or at the end of words usually dropped"".",76,154,76,,1
297,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-155,,,76,156,76,,1
298,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-168,,,76,169,76,,1
299,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-169,,,76,170,76,,1
300,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-172,,,76,173,76,,1
301,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-176,,,76,177,76,,1
302,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-137,,,76,138,76,,1
303,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-139,,,76,140,76,,1
304,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-161,,,76,162,76,,1
305,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-140,,,76,141,76,,1
306,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-171,,,76,172,76,,1
307,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-187,,,76,188,76,,1
308,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-188,,,76,189,76,,1
309,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-189,,,76,190,76,,1
310,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-190,,,76,191,76,,1
311,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-192,,,76,193,76,,1
312,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-193,,,76,194,76,,1
313,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-194,,,76,195,76,,1
355,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-173,,,76,174,76,,1
314,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-195,This phoneme is represented by Stefánsson (1909) as <c>.,This phoneme is represented by Stefánsson (1909) as &lt;c&gt;.,76,196,76,,1
315,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-196,,,76,197,76,,1
316,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-199,,,76,200,76,,1
317,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-201,,,76,202,76,,1
318,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-202,,,76,203,76,,1
319,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-205,,,76,206,76,,1
320,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-178,,,76,179,76,,1
321,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-179,,,76,180,76,,1
322,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-180,,,76,181,76,,1
323,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-181,,,76,182,76,,1
324,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-182,This phoneme is represented by Stefánsson (1909) as <ñ>.,This phoneme is represented by Stefánsson (1909) as &lt;ñ&gt;.,76,183,76,,1
325,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-183,,,76,184,76,,1
326,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-184,,,76,185,76,,1
327,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-209,,,76,210,76,,1
328,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-217,,,76,218,76,,1
329,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-218,,,76,219,76,,1
330,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFB6C1.png""}",76-221,The phonemic status as different from /u/ or /v/ is uncertain. It occurs rarely and may be a spelling variant.,The phonemic status as different from /u/ or /v/ is uncertain. It occurs rarely and may be a spelling variant.,76,222,76,,1
331,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-252,"This phoneme is represented by Stefánsson (1909) as <i>, <ī> and <ĭ>. It is unclear whether phonetic length has phonemic status. In Eskimo proper, phoneme length and stress are unrelated, and the notation of length in the pidgin sources seems independent from stress notation. However, Stefánsson's (1909) indication of length by a line above vowels, as in īla 'he, she, it', is not consistent, neither in his notation of pidgin forms nor in the Eskimo forms in his etymological explanations. The same can be said about consonant length, which is indicated by consonant doubling. Probably, the notation of length in the pidgin refers to quality rather than quantity, e.g. a 'long' [i] vs. a 'short' [ɪ]. Since the Eskimo pidgins are extinct, it is difficult to verify whether such quality differences correspond to phonemic distinctions. In Eskimo proper they do not, whereas length does. It is likely that Inuit distinguished length in their pronunciation of pidgin words of Eskimo origin. It is more difficult to say something about the pronunciation by the non-Inuit outsiders, who formed a very heterogeneous group, with regard to linguistic background. In the questionnaire examples I have maintained the original transcription from the sources. In the IPA chart I have chosen to ignore much of the variation encountered in the sources, hence no distinctive length or open-close distinctions are assumed to exist.","This phoneme is represented by Stefánsson (1909) as &lt;i&gt;, &lt;ī&gt; and &lt;ĭ&gt;. It is unclear whether phonetic length has phonemic status. In Eskimo proper, phoneme length and stress are unrelated, and the notation of length in the pidgin sources seems independent from stress notation. However, Stefánsson's (1909) indication of length by a line above vowels, as in <span style=""font-style: italic;"">īla</span> 'he, she, it', is not consistent, neither in his notation of pidgin forms nor in the Eskimo forms in his etymological explanations. The same can be said about consonant length, which is indicated by consonant doubling. Probably, the notation of length in the pidgin refers to quality rather than quantity, e.g. a 'long' [i] vs. a 'short' [ɪ]. Since the Eskimo pidgins are extinct, it is difficult to verify whether such quality differences correspond to phonemic distinctions. In Eskimo proper they do not, whereas length does. It is likely that Inuit distinguished length in their pronunciation of pidgin words of Eskimo origin. It is more difficult to say something about the pronunciation by the non-Inuit outsiders, who formed a very heterogeneous group, with regard to linguistic background. In the questionnaire examples I have maintained the original transcription from the sources. In the IPA chart I have chosen to ignore much of the variation encountered in the sources, hence no distinctive length or open-close distinctions are assumed to exist.",76,253,76,,1
332,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-285,,,76,286,76,,1
335,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-253,This phoneme is represented by Stefánsson (1909) as <e> and <ĕ>.,This phoneme is represented by Stefánsson (1909) as &lt;e&gt; and &lt;ĕ&gt;.,76,254,76,,1
336,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-286,,,76,287,76,,1
337,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-254,,,76,255,76,,1
338,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-287,,,76,288,76,,1
339,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-255,,,76,256,76,,1
340,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-267,,,76,268,76,,1
341,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-268,,,76,269,76,,1
342,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-256,,,76,257,76,,1
343,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-288,,,76,289,76,,1
344,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-272,,,76,273,76,,1
345,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-257,"This phoneme is represented by Stefánsson (1909) <u>, <ū> and <ȗ>.","This phoneme is represented by Stefánsson (1909) &lt;u&gt;, &lt;ū&gt; and &lt;ȗ&gt;.",76,258,76,,1
346,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-289,,,76,290,76,,1
347,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-273,,,76,274,76,,1
348,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",76-258,"This phoneme is represented by Stefánsson (1909) <o>, <ō> and <ŏ>.","This phoneme is represented by Stefánsson (1909) &lt;o&gt;, &lt;ō&gt; and &lt;ŏ&gt;.",76,259,76,,1
349,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-290,,,76,291,76,,1
350,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-259,,,76,260,76,,1
351,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-260,,,76,261,76,,1
352,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-231,,,76,232,76,,1
353,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-151,,,76,152,76,,1
354,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-152,,,76,153,76,,1
356,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-174,,,76,175,76,,1
357,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-160,,,76,161,76,,1
358,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-138,,,76,139,76,,1
359,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-170,,,76,171,76,,1
360,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-191,,,76,192,76,,1
361,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-200,,,76,201,76,,1
362,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFB6C1.png""}",76-212,"This word is spelled <akluna> in Stefánsson (1909: 231) and it represents the only word in the list that derives from a form that contains a voiceless lateral fricative. It is possible that /ɬ/ had phonemic status in the pidgin as spoken by Inuit in words of Eskimo origin. /ɬ/ was probably considered by the Westerners as /kl/, /tl/ or a similar combination. The syllable division given by Stefánsson (1909: 223) probably represents Westerners' pronunciation: ak-lu-na.","This word is spelled &lt;akluna&gt; in Stefánsson (1909: 231) and it represents the only word in the list that derives from a form that contains a voiceless lateral fricative. It is possible that /ɬ/ had phonemic status in the pidgin as spoken by Inuit in words of Eskimo origin. /ɬ/ was probably considered by the Westerners as /kl/, /tl/ or a similar combination. The syllable division given by Stefánsson (1909: 223) probably represents Westerners' pronunciation: <span style=""font-style: italic;"">ak-lu-na</span>.",76,213,76,,1
363,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-291,,,76,292,76,,1
364,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-274,,,76,275,76,,1
365,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-284,,,76,285,76,,1
366,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-275,,,76,276,76,,1
367,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-276,,,76,277,76,,1
368,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-277,,,76,278,76,,1
369,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-278,,,76,279,76,,1
370,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-279,,,76,280,76,,1
371,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-280,,,76,281,76,,1
372,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-281,,,76,282,76,,1
373,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",76-282,,,76,283,76,,1
374,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",38-131,,,38,132,38,,1
375,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",16-131,The allophonic distribution of aspirated and non aspirated plosives is roughly as in Standard British English.,The allophonic distribution of aspirated and non aspirated plosives is roughly as in Standard British English.,16,132,16,,1
411,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",16-201,,,16,202,16,,1
412,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",16-202,,,16,203,16,,1
413,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",16-205,,,16,206,16,,1
376,"{""_number_of_values"": 1, ""icon"": ""pie-100-FC3535.png""}",16-147,"The allophonic distribution of aspirated and non aspirated plosives is roughly as in Standard British English.
The allophonic distribution of k~c and g~ɟ is as in Standard English, with k, g preceding back vowels and c, ɟ prededing front vowels.","The allophonic distribution of aspirated and non aspirated plosives is roughly as in Standard British English.
The allophonic distribution of k~c and g~ɟ is as in Standard English, with k, g preceding back vowels and c, ɟ prededing front vowels.",16,148,16,,1
